date,IPG3344S,USINFO,PAYEMS,chip_yoy,software_emp_yoy,payems_yoy
1977-11-01,0.0586,2218,84173,21.829521829521823,4.180366369187416,4.901545363908277
1977-12-01,0.0583,2227,84410,20.45454545454546,4.260299625468167,4.924920445505165
1978-01-01,0.0575,2234,84594,17.34693877551021,4.149184149184149,4.8382699219234215
1978-02-01,0.0578,2244,84948,12.233009708737864,4.323570432357049,4.889613276040894
1978-03-01,0.0606,2255,85460,18.359375,4.543347241539175,4.9993242496099155
1978-04-01,0.0605,2268,86162,15.67877629063097,4.709141274238227,5.425313234142526
1978-05-01,0.0613,2277,86509,15.660377358490575,4.59347726228756,5.385683656563689
1978-06-01,0.063,2291,86950,14.337568058076222,4.851258581235696,5.409271651634184
1978-07-01,0.0632,2285,87204,15.750915750915762,4.242700729927007,5.2756114638916385
1978-08-01,0.0649,2296,87483,14.462081128747784,4.553734061930781,5.3060487511285
1978-09-01,0.0657,2301,87621,14.860139860139853,4.35374149659864,4.895130010056037
1978-10-01,0.0673,2316,87956,17.86339754816113,4.891304347826098,4.959427207637224
1978-11-01,0.069,2332,88391,17.74744027303756,5.139765554553644,5.0111080750359305
1978-12-01,0.0701,2341,88671,20.240137221269293,5.118994162550505,5.0479800971448885
1979-01-01,0.0715,2347,88808,24.347826086956516,5.058191584601612,4.981440764120393
1979-02-01,0.0736,2355,89055,27.3356401384083,4.946524064171132,4.834722418420689
1979-03-01,0.0742,2363,89479,22.442244224422446,4.789356984478932,4.702784928621573
1979-04-01,0.0723,2344,89417,19.50413223140497,3.3509700176366897,3.777767461293835
1979-05-01,0.0747,2372,89789,21.859706362153354,4.1721563460694,3.791513021766524
1979-06-01,0.0778,2391,90108,23.492063492063476,4.364906154517678,3.63197239792985
1979-07-01,0.0766,2386,90217,21.2025316455696,4.420131291028451,3.45511673776433
1979-08-01,0.0786,2385,90300,21.10939907550078,3.876306620209058,3.220054181955345
1979-09-01,0.0799,2386,90327,21.61339421613395,3.6940460669274255,3.0883007498202497
1979-10-01,0.0822,2389,90481,22.13967310549776,3.1519861830742624,2.870753558597472
1979-11-01,0.085,2391,90573,23.188405797101442,2.530017152658659,2.46857711757984
1979-12-01,0.0874,2392,90672,24.679029957204012,2.1785561725758296,2.256656629563225
1980-01-01,0.089,2391,90800,24.47552447552448,1.8747337025990518,2.2430411674623896
1980-02-01,0.0897,2389,90883,21.875,1.4437367303609339,2.0526640839930277
1980-03-01,0.0894,2390,90994,20.485175202156313,1.1426153195090993,1.6931347019971232
1980-04-01,0.0906,2377,90849,25.311203319502074,1.4078498293515374,1.601485176196915
1980-05-01,0.089,2365,90420,19.14323962516733,-0.295109612141653,0.70275868981724
1980-06-01,0.0861,2351,90101,10.668380462724937,-1.672940192388117,-0.007768455631018689
1980-07-01,0.0847,2339,89840,10.574412532637067,-1.9698239731768652,-0.41788133056962495
1980-08-01,0.0855,2323,90099,8.778625954198471,-2.599580712788263,-0.22259136212624542
1980-09-01,0.0857,2325,90213,7.259073842302888,-2.5565800502933778,-0.12620811053173364
1980-10-01,0.0872,2354,90490,6.082725060827254,-1.4650481372959434,0.00994683966799581
1980-11-01,0.0881,2359,90747,3.6470588235294032,-1.3383521539104937,0.19211023152594375
1980-12-01,0.09,2364,90943,2.9748283752860205,-1.170568561872909,0.29887947767779366
1981-01-01,0.0903,2372,91033,1.4606741573033766,-0.7946465913843626,0.2566079295154289
1981-02-01,0.0909,2373,91105,1.3377926421404673,-0.6697362913352878,0.2442701055202834
1981-03-01,0.0912,2377,91210,2.0134228187919545,-0.5439330543933085,0.2373782886783804
1981-04-01,0.0931,2382,91283,2.759381898454749,0.21034917963820288,0.4777157701240542
1981-05-01,0.0939,2385,91296,5.505617977528088,0.8456659619450413,0.9688122096881191
1981-06-01,0.0952,2389,91490,10.569105691056935,1.6163334751169822,1.541603311838946
1981-07-01,0.0942,2392,91601,11.216056670602125,2.265925609234709,1.9601513802315118
1981-08-01,0.0987,2392,91565,15.43859649122805,2.970297029702973,1.6270990799009954
1981-09-01,0.1015,2390,91477,18.436406067677957,2.7956989247311936,1.4011284404686686
1981-10-01,0.1028,2385,91380,17.889908256880727,1.3169073916737384,0.9835340921648728
1981-11-01,0.1026,2379,91171,16.45856980703746,0.847816871555751,0.46723307657552393
1981-12-01,0.1035,2367,90895,14.999999999999991,0.12690355329949554,-0.052780312943268015
1982-01-01,0.1018,2360,90565,12.735326688815052,-0.5059021922428353,-0.5140992826777158
1982-02-01,0.1069,2355,90563,17.6017601760176,-0.7585335018963302,-0.5949179518138448
1982-03-01,0.1061,2348,90434,16.337719298245613,-1.2200252419015567,-0.8507839052735444
1982-04-01,0.1069,2336,90150,14.822771213748641,-1.9311502938706981,-1.2411949651085052
1982-05-01,0.1081,2334,90107,15.122470713525038,-2.1383647798742134,-1.302357167893442
1982-06-01,0.1106,2324,89865,16.176470588235283,-2.7208036835495997,-1.7761503989507044
1982-07-01,0.1108,2314,89521,17.622080679405517,-3.2608695652173947,-2.270717568585501
1982-08-01,0.1105,2304,89363,11.955420466058776,-3.678929765886285,-2.4048490143613876
1982-09-01,0.11,2295,89183,8.374384236453203,-3.974895397489542,-2.5077341845491263
1982-10-01,0.1088,2285,88907,5.836575875486383,-4.192872117400414,-2.706281462026705
1982-11-01,0.1091,2279,88786,6.335282651072127,-4.20344682639765,-2.6159634094174655
1982-12-01,0.1097,2276,88771,5.990338164251208,-3.8445289395859783,-2.336762198140707
1983-01-01,0.1123,2272,88990,10.314341846758346,-3.7288135593220306,-1.7390824269861382
1983-02-01,0.1122,2269,88917,4.957904583723116,-3.6518046709129504,-1.8175192959597242
1983-03-01,0.1149,2274,89090,8.294062205466535,-3.151618398637135,-1.486166707211889
1983-04-01,0.1166,2282,89364,9.073900841908333,-2.3116438356164393,-0.8718801996672187
1983-05-01,0.1197,2288,89644,10.730804810360773,-1.9708654670094305,-0.5138335534420224
1983-06-01,0.1224,2294,90021,10.669077757685352,-1.2908777969018903,0.17359372391920758
1983-07-01,0.1276,2303,90437,15.162454873646203,-0.4753673292999139,1.023223601166201
1983-08-01,0.1264,1717,90129,14.389140271493229,-25.477430555555557,0.8571780267000895
1983-09-01,0.1322,2323,91247,20.18181818181819,1.2200435729847525,2.3143424195194218
1983-10-01,0.1352,2331,91520,24.264705882352942,2.013129102844635,2.9390261734171697
1983-11-01,0.1382,2337,91875,26.672777268560942,2.544975866608157,3.4791521185772556
1983-12-01,0.1395,2341,92230,27.164995442114858,2.85588752196837,3.8965427898750793
1984-01-01,0.1458,2359,92673,29.830810329474634,3.829225352112675,4.138667265984952
1984-02-01,0.1501,2368,93157,33.77896613190732,4.3631555751432405,4.768491964416244
1984-03-01,0.1535,2378,93429,33.594429939077465,4.573438874230429,4.870355819957339
1984-04-01,0.1581,2384,93792,35.59176672384219,4.469763365468893,4.955015442460042
1984-05-01,0.1608,2392,94098,34.33583959899749,4.545454545454541,4.9685422337245155
1984-06-01,0.165,2401,94479,34.80392156862746,4.664341761115964,4.95217782517412
1984-07-01,0.1693,2406,94789,32.68025078369907,4.472427268779855,4.812189701117897
1984-08-01,0.1725,2411,95032,36.47151898734175,40.41933605125219,5.439980472433947
1984-09-01,0.1729,2412,95344,30.786686838124044,3.831252690486431,4.490010630486485
1984-10-01,0.1756,2418,95629,29.881656804733737,3.7323037323037322,4.489729020979016
1984-11-01,0.1769,2421,95982,28.002894356005804,3.594351732991008,4.470204081632656
1984-12-01,0.1755,2424,96107,25.806451612903203,3.5454933788979126,4.203621381329281
1985-01-01,0.1789,2429,96372,22.702331961591216,2.9673590504450953,3.9914538215014117
1985-02-01,0.1752,2430,96503,16.722185209860086,2.6182432432432456,3.591785909808176
1985-03-01,0.1736,2423,96842,13.094462540716624,1.8923465096719827,3.6530413469051393
1985-04-01,0.167,2432,97038,5.629348513598997,2.0134228187919545,3.460849539406352
1985-05-01,0.1694,2434,97312,5.348258706467668,1.755852842809369,3.4155880039958397
1985-06-01,0.1694,2437,97459,2.6666666666666616,1.499375260308211,3.154140073455469
1985-07-01,0.1621,2438,97648,-4.252805670407566,1.3300083125519446,3.016172762662328
1985-08-01,0.1616,2437,97840,-6.318840579710139,1.0783907092492662,2.954794174593811
1985-09-01,0.1585,2440,98045,-8.328513591671483,1.1608623548922115,2.8328998154052654
1985-10-01,0.1578,2444,98233,-10.1366742596811,1.0752688172043001,2.7230233506572166
1985-11-01,0.1587,2448,98443,-10.288298473713963,1.1152416356877248,2.564022420870571
1985-12-01,0.1607,2449,98609,-8.433048433048418,1.0313531353135286,2.60334835131677
1986-01-01,0.1618,2450,98732,-9.558412520961435,0.8645533141210304,2.448844062590805
1986-02-01,0.1636,2450,98847,-6.6210045662100425,0.8230452674897082,2.4289400329523536
1986-03-01,0.1649,2449,98934,-5.011520737327202,1.0730499380932734,2.1602197393692846
1986-04-01,0.1681,2450,99121,0.658682634730523,0.7401315789473673,2.1465817514787933
1986-05-01,0.1678,2451,99248,-0.9445100354191216,0.698438783894817,1.9894771456757665
1986-06-01,0.1641,2365,99155,-3.1286894923258535,-2.9544521953221214,1.7402189638719978
1986-07-01,0.1741,2453,99473,7.4028377544725465,0.6152584085315826,1.868957889562517
1986-08-01,0.1784,2420,99588,10.396039603960405,-0.6975789905621643,1.7865903515944304
1986-09-01,0.1823,2458,99934,15.015772870662447,0.7377049180327777,1.9266663266867212
1986-10-01,0.1836,2452,100121,16.349809885931577,0.3273322422258529,1.9219610517850372
1986-11-01,0.1879,2465,100308,18.39949590422181,0.694444444444442,1.8944973233241624
1986-12-01,0.1937,2468,100509,20.535158680771627,0.7758268681094416,1.9268018132219122
1987-01-01,0.198,2472,100678,22.373300370828186,0.8979591836734802,1.970992180853215
1987-02-01,0.2014,2477,100919,23.105134474327627,1.1020408163265216,2.096168826570355
1987-03-01,0.2032,2484,101164,23.22619769557308,1.4291547570436824,2.254027937817127
1987-04-01,0.2059,2492,101499,22.486615110053542,1.7142857142857126,2.3990879833738488
1987-05-01,0.2118,2496,101728,26.221692491060764,1.8359853121175052,2.498790907625348
1987-06-01,0.2154,2501,101900,31.26142595978063,5.750528541226219,2.7683929201754776
1987-07-01,0.2213,2508,102247,27.11085582998276,2.2421524663677195,2.7886964301870876
1987-08-01,0.2231,2516,102420,25.056053811659183,3.966942148760322,2.84371611037475
1987-09-01,0.2272,2526,102647,24.629731212287442,2.766476810414975,2.7147917625632845
1987-10-01,0.2315,2533,103138,26.089324618736388,3.303425774877655,3.0133538418513517
1987-11-01,0.2317,2538,103372,23.310271420968597,2.9614604462474547,3.054591857080191
1987-12-01,0.2353,2543,103661,21.476510067114084,3.038897893030801,3.136037568774941
1988-01-01,0.2351,2549,103753,18.73737373737374,3.114886731391575,3.054291900911821
1988-02-01,0.2358,2555,104214,17.080436941410127,3.148970528865558,3.2649946987187706
1988-03-01,0.2353,2563,104489,15.797244094488194,3.180354267310781,3.2867423194021583
1988-04-01,0.2367,2568,104732,14.958717824186497,3.049759229534521,3.1852530566803594
1988-05-01,0.2394,2575,104962,13.031161473087828,3.165064102564097,3.1790657439446424
1988-06-01,0.2425,2583,105326,12.581244196843077,3.2786885245901676,3.3621197252208024
1988-07-01,0.2452,2585,105550,10.799819249887044,3.0701754385964897,3.230412628243373
1988-08-01,0.2482,2592,105674,11.250560286866884,3.0206677265500748,3.177113844952162
1988-09-01,0.2499,2601,106013,9.991197183098599,2.9691211401425166,3.2791995869338564
1988-10-01,0.2519,2609,106276,8.812095032397416,3.0003947887879967,3.042525548294517
1988-11-01,0.2558,2616,106617,10.401381096245155,3.0732860520094496,3.1391479317416815
1988-12-01,0.2588,2626,106898,9.987250318742014,3.263861580810068,3.1226787316348537
1989-01-01,0.2563,2620,107161,9.017439387494663,2.7854060415849258,3.2847242971287605
1989-02-01,0.2545,2627,107427,7.93044953350297,2.818003913894329,3.0830790488801885
1989-03-01,0.2528,2629,107621,7.437314067148337,2.5751072961373467,2.997444707098351
1989-04-01,0.2576,2637,107791,8.829742289818343,2.6869158878504606,2.920788297750443
1989-05-01,0.2579,2643,107913,7.727652464494583,2.640776699029135,2.811493683428279
1989-06-01,0.2624,2646,108027,8.206185567010316,2.4390243902439046,2.5644190418320223
1989-07-01,0.2634,2639,108069,7.4225122349102834,2.088974854932313,2.3865466603505414
1989-08-01,0.2698,2498,108120,8.702659145850111,-3.6265432098765427,2.314665859151721
1989-09-01,0.2728,2610,108369,9.163665466186455,0.34602076124568004,2.2223689547508307
1989-10-01,0.2772,2616,108476,10.043668122270732,0.268302031429668,2.0700816741314965
1989-11-01,0.2786,2620,108752,8.91321344800624,0.1529051987767538,2.0024949116932644
1989-12-01,0.2807,2682,108836,8.462132921174659,2.1325209444021276,1.8129431794795092
1990-01-01,0.2833,2671,109196,10.534529847834584,1.9465648854961826,1.8990117673407303
1990-02-01,0.2874,2676,109436,12.927308447937126,1.865245527217363,1.8701071425246907
1990-03-01,0.2914,2680,109640,15.268987341772133,1.939901103081021,1.8760279127679524
1990-04-01,0.293,2684,109674,13.742236024844722,1.7823284034888198,1.7468990917609117
1990-05-01,0.2931,2689,109828,13.648701046917422,1.7404464623533844,1.7745776690482051
1990-06-01,0.2952,2694,109850,12.5,1.8140589569161092,1.687541077693533
1990-07-01,0.2948,2697,109815,11.921032649962026,2.19780219780219,1.615634455764381
1990-08-01,0.2966,2696,109607,9.933283914010381,7.926341072858278,1.3753237143914188
1990-09-01,0.3014,2693,109522,10.483870967741948,3.1800766283524906,1.0639574047928813
1990-10-01,0.3024,2694,109377,9.090909090909083,2.9816513761467878,0.8305984733950389
1990-11-01,0.3063,2690,109222,9.942569992821259,2.6717557251908497,0.4321759599823505
1990-12-01,0.3082,2692,109168,9.796936230851427,0.37285607755406236,0.3050461244441083
1991-01-01,0.3119,2697,109058,10.09530533003884,0.9734181954324184,-0.12637825561375715
1991-02-01,0.3183,2693,108735,10.751565762004178,0.6352765321375298,-0.6405570379034331
1991-03-01,0.3217,2689,108568,10.398078242964992,0.33582089552239847,-0.9777453484129839
1991-04-01,0.3239,2689,108350,10.546075085324237,0.18628912071534387,-1.2072141072633435
1991-05-01,0.3307,2684,108253,12.828386216308418,-0.18594272963926572,-1.4340605310121268
1991-06-01,0.3287,2680,108330,11.34823848238482,-0.5196733481811378,-1.3837050523441086
1991-07-01,0.3341,2677,108290,13.331071913161473,-0.7415647015202032,-1.3886991758867206
1991-08-01,0.3373,2671,108300,13.72218476062037,-0.927299703264095,-1.1924420885527365
1991-09-01,0.336,2670,108335,11.479761114797626,-0.8540660972892633,-1.0838005149650276
1991-10-01,0.3401,2667,108361,12.46693121693121,-1.0022271714922093,-0.9288973001636558
1991-11-01,0.3426,2656,108300,11.8511263467189,-1.263940520446094,-0.8441522770137877
1991-12-01,0.3485,2656,108330,13.075924724205068,-1.3372956909361022,-0.7676242122233612
1992-01-01,0.3592,2638,108365,15.16511702468739,-2.187615869484616,-0.6354416915769545
1992-02-01,0.3629,2640,108312,14.011938422871495,-1.9680653546230942,-0.3890191750586247
1992-03-01,0.3675,2642,108367,14.236866645943437,-1.747861658609151,-0.18513742539237876
1992-04-01,0.3725,2639,108516,15.004631058968808,-1.8594272963927128,0.1532071988924688
1992-05-01,0.3777,2638,108646,14.21227698820684,-1.713859910581217,0.3630384377338203
1992-06-01,0.3903,2638,108706,18.740492850623667,-1.5671641791044744,0.3470876026954617
1992-07-01,0.3998,2637,108793,19.66477102663873,-1.4942099364960826,0.46449348970356574
1992-08-01,0.4037,2635,108916,19.685739697598592,-1.3478098090602741,0.568790397045249
1992-09-01,0.4115,2638,108951,22.47023809523807,-1.1985018726591745,0.5686066368209675
1992-10-01,0.4232,2645,109139,24.43399000294031,-0.824896887889015,0.7179704875370341
1992-11-01,0.4323,2650,109283,26.182136602451834,-0.22590361445783413,0.9076638965835659
1992-12-01,0.4328,2654,109502,24.189383070301297,-0.07530120481927804,1.0818794424443778
1993-01-01,0.4288,2655,109790,19.376391982182618,0.6444275966641433,1.3150002307017905
1993-02-01,0.4334,2656,110047,19.4268393496831,0.60606060606061,1.601853903537931
1993-03-01,0.4375,2651,110004,19.047619047619047,0.3406510219530645,1.5106074727546215
1993-04-01,0.4391,2658,110300,17.879194630872487,0.719969685486932,1.643997198569802
1993-05-01,0.444,2661,110571,17.553613979348693,0.871872630780901,1.7718093625167963
1993-06-01,0.4523,2666,110742,15.885216500128108,1.0614101592115288,1.8729416959505363
1993-07-01,0.4545,2667,111054,13.681840920460232,1.1376564277588264,2.0782587114979822
1993-08-01,0.4599,2674,111200,13.921228635125082,1.4800759013282816,2.097028903007825
1993-09-01,0.4631,2674,111448,12.53948967193197,1.3646702047005244,2.291855971950696
1993-10-01,0.4668,2677,111734,10.302457466918714,1.209829867674861,2.3777018297767016
1993-11-01,0.4708,2683,111987,8.905852417302796,1.2452830188679265,2.4743098194595747
1993-12-01,0.483,2691,112325,11.598890942698702,1.394122079879434,2.5780351043816596
1994-01-01,0.4985,2700,112601,16.254664179104484,1.6949152542372836,2.5603424719919943
1994-02-01,0.5062,2708,112782,16.797415782187343,1.957831325301207,2.485301734713352
1994-03-01,0.5273,2713,113245,20.52571428571428,2.3387400980761974,2.9462564997636553
1994-04-01,0.5528,2722,113589,25.893873832839898,2.407825432656141,2.9818676337262096
1994-05-01,0.5692,2726,113922,28.1981981981982,2.4426907177752755,3.03063190167403
1994-06-01,0.578,2731,114239,27.79128896749945,2.4381095273818376,3.157790178974551
1994-07-01,0.5934,2735,114608,30.561056105610575,2.5496812898387677,3.200244925891904
1994-08-01,0.61,2751,114902,32.63752989780389,2.8795811518324665,3.3291366906474718
1994-09-01,0.631,2752,115246,36.25566832217664,2.916978309648477,3.407867346206306
1994-10-01,0.6515,2765,115457,39.56726649528706,3.2872618602913795,3.332020692000648
1994-11-01,0.6711,2776,115867,42.544604927782515,3.466269101751762,3.4646878655558266
1994-12-01,0.696,2789,116174,44.09937888198758,3.641768859160166,3.426663699087462
1995-01-01,0.7128,2785,116505,42.98896690070211,3.1481481481481444,3.4671095283345554
1995-02-01,0.7332,2814,116694,44.84393520347689,3.9143279172821233,3.468638612544561
1995-03-01,0.7641,2823,116908,44.908021998862125,4.054552156284563,3.234579893152012
1995-04-01,0.786,2833,117066,42.185238784370505,4.077883908890523,3.061035839738002
1995-05-01,0.8132,2834,117046,42.867182009838366,3.9618488628026416,2.742227137866249
1995-06-01,0.8325,2837,117291,44.031141868512115,3.8813621384108377,2.671592013235413
1995-07-01,0.8408,2849,117382,41.69194472531175,4.168190127970739,2.420424403183019
1995-08-01,0.8831,2851,117646,44.7704918032787,3.635041802980732,2.388122051835473
1995-09-01,0.9276,2864,117873,47.00475435816165,4.069767441860472,2.279471738715433
1995-10-01,0.9531,2873,118026,46.293169608595555,3.9059674502712527,2.2250708055812973
1995-11-01,0.9781,2880,118165,45.74579049322007,3.746397694524495,1.9833084484797148
1995-12-01,1.0278,2884,118325,47.67241379310347,3.4062387952671136,1.85153304525969
1996-01-01,1.0786,2888,118317,51.318742985409656,3.6983842010771983,1.555298055877441
1996-02-01,1.1394,2892,118738,55.40098199672667,2.771855010660973,1.751589627572958
1996-03-01,1.1712,2903,118992,53.27836670592853,2.8338646829613845,1.7825982824100972
1996-04-01,1.1973,2910,119158,52.32824427480915,2.717966819625839,1.787026122016644
1996-05-01,1.2357,2920,119497,51.95523856369897,3.034580098800288,2.0940484937545856
1996-06-01,1.2657,2932,119770,52.03603603603604,3.3486076841734214,2.1135466489329957
1996-07-01,1.3083,2945,120019,55.60180780209325,3.369603369603369,2.2465113901620315
1996-08-01,1.3579,2957,120198,53.76514551013476,3.7179936864258245,2.169219522975707
1996-09-01,1.4113,2969,120400,52.145321259163445,3.666201117318435,2.143832769166809
1996-10-01,1.4788,2977,120665,55.15685657328717,3.619909502262453,2.2359480114551022
1996-11-01,1.5209,2990,120947,55.4953481239137,3.819444444444442,2.354335039986455
1996-12-01,1.5532,2997,121143,51.118894726600494,3.9181692094313547,2.3815761673357194
1997-01-01,1.5955,3009,121356,47.923233821620606,4.189750692520766,2.568523542686174
1997-02-01,1.6798,3025,121673,47.42847112515358,4.598893499308443,2.4718287321666255
1997-03-01,1.747,3044,121991,49.16325136612023,4.857044436789537,2.5203375016807916
1997-04-01,1.7981,3056,122289,50.17957070074335,5.017182130584197,2.6276036858624785
1997-05-01,1.8763,3071,122560,51.84106174637857,5.171232876712328,2.563244265546416
1997-06-01,1.9274,3087,122816,52.279371098996606,5.286493860845831,2.5432078149786985
1997-07-01,1.9704,3093,123114,50.607658793854604,5.025466893039043,2.5787583632591593
1997-08-01,2.0717,3103,123087,52.56646292068634,4.937436591139677,2.4035341686217793
1997-09-01,2.1723,3108,123575,53.92191596400482,4.681711013809364,2.6370431893687707
1997-10-01,2.2375,3123,123924,51.305112253178244,4.904266039637228,2.7008660340612334
1997-11-01,2.3128,3132,124225,52.06785455980014,4.749163879598672,2.710278055677273
1997-12-01,2.3681,3146,124549,52.46587689930469,4.971638304971648,2.811553288262636
1998-01-01,2.4334,3155,124806,52.516452522720144,4.852110335659687,2.842875506773468
1998-02-01,2.4396,3169,125017,45.231575187522324,4.760330578512395,2.748350085885942
1998-03-01,2.4932,3177,125165,42.713222667429875,4.369250985545325,2.6018312826356027
1998-04-01,2.5916,3193,125445,44.12991491018297,4.482984293193715,2.5807717783283834
1998-05-01,2.6278,3203,125845,40.0522304535522,4.2982741777922495,2.680319843342027
1998-06-01,2.7404,3209,126076,42.18117671474526,3.952057013281496,2.654377279833242
1998-07-01,2.8884,3227,126212,46.58952496954933,4.332363401228578,2.5163669444579817
1998-08-01,3.0318,3230,126546,46.34358256504321,4.092813406380924,2.8102074142679623
1998-09-01,3.2134,3241,126744,47.92616121161903,4.279279279279269,2.5644345539146185
1998-10-01,3.3835,3258,126949,51.217877094972096,4.3227665706051965,2.441012233304285
1998-11-01,3.5101,3271,127222,51.7684192320996,4.438058748403573,2.412557858724096
1998-12-01,3.6676,3288,127595,54.87521641822559,4.51366815003178,2.44562381070903
1999-01-01,3.8312,3303,127699,57.44226185583958,4.690966719492873,2.317997532169924
1999-02-01,4.0388,3330,128117,65.55172979176915,5.080467024297897,2.4796627658638437
